Month,Day,Year,beef_commercial,veal_commercial,pork_commercial,lamb_commercial,total_red_commercial,beef_federal,veal_federal,pork_federal,lamb_federal,total_red_federal,broilers_federal,chicken_federal,turkey_federal,total_poultry_federal,total_meat_federal
4,1,1938,NULL,NULL,NULL,NULL,NULL,377,47,326,58,808,NULL,NULL,NULL,NULL,NULL
3,1,1938,NULL,NULL,NULL,NULL,NULL,405,49,346,60,860,NULL,NULL,NULL,NULL,NULL
2,1,1938,NULL,NULL,NULL,NULL,NULL,359,40,375,60,834,NULL,NULL,NULL,NULL,NULL
1,1,1938,NULL,NULL,NULL,NULL,NULL,406,46,578,65,1095,NULL,NULL,NULL,NULL,NULL
12,1,1937,NULL,NULL,NULL,NULL,NULL,407,50,535,58,1050,NULL,NULL,NULL,NULL,NULL
11,1,1937,NULL,NULL,NULL,NULL,NULL,387,54,443,52,936,NULL,NULL,NULL,NULL,NULL
10,1,1937,NULL,NULL,NULL,NULL,NULL,427,62,373,59,921,NULL,NULL,NULL,NULL,NULL
9,1,1937,NULL,NULL,NULL,NULL,NULL,421,65,284,64,834,NULL,NULL,NULL,NULL,NULL
8,1,1937,NULL,NULL,NULL,NULL,NULL,397,62,225,58,742,NULL,NULL,NULL,NULL,NULL
7,1,1937,NULL,NULL,NULL,NULL,NULL,365,56,239,53,713,NULL,NULL,NULL,NULL,NULL
6,1,1937,NULL,NULL,NULL,NULL,NULL,397,60,296,54,807,NULL,NULL,NULL,NULL,NULL
5,1,1937,NULL,NULL,NULL,NULL,NULL,356,56,274,54,740,NULL,NULL,NULL,NULL,NULL
4,1,1937,NULL,NULL,NULL,NULL,NULL,388,56,368,54,866,NULL,NULL,NULL,NULL,NULL
3,1,1937,NULL,NULL,NULL,NULL,NULL,397,57,397,54,905,NULL,NULL,NULL,NULL,NULL
2,1,1937,NULL,NULL,NULL,NULL,NULL,341,44,369,54,808,NULL,NULL,NULL,NULL,NULL
1,1,1937,NULL,NULL,NULL,NULL,NULL,416,53,451,70,990,NULL,NULL,NULL,NULL,NULL
12,1,1936,NULL,NULL,NULL,NULL,NULL,465,57,588,65,1175,NULL,NULL,NULL,NULL,NULL
11,1,1936,NULL,NULL,NULL,NULL,NULL,456,55,527,61,1099,NULL,NULL,NULL,NULL,NULL
10,1,1936,NULL,NULL,NULL,NULL,NULL,526,69,436,68,1099,NULL,NULL,NULL,NULL,NULL
9,1,1936,NULL,NULL,NULL,NULL,NULL,508,64,314,61,947,NULL,NULL,NULL,NULL,NULL
8,1,1936,NULL,NULL,NULL,NULL,NULL,483,59,315,52,909,NULL,NULL,NULL,NULL,NULL
7,1,1936,NULL,NULL,NULL,NULL,NULL,463,55,384,50,952,NULL,NULL,NULL,NULL,NULL
6,1,1936,NULL,NULL,NULL,NULL,NULL,432,54,379,48,913,NULL,NULL,NULL,NULL,NULL
5,1,1936,NULL,NULL,NULL,NULL,NULL,404,49,339,47,839,NULL,NULL,NULL,NULL,NULL
4,1,1936,NULL,NULL,NULL,NULL,NULL,409,50,343,52,854,NULL,NULL,NULL,NULL,NULL
3,1,1936,NULL,NULL,NULL,NULL,NULL,378,47,350,58,833,NULL,NULL,NULL,NULL,NULL
2,1,1936,NULL,NULL,NULL,NULL,NULL,359,44,299,55,757,NULL,NULL,NULL,NULL,NULL
1,1,1936,NULL,NULL,NULL,NULL,NULL,434,51,463,64,1012,NULL,NULL,NULL,NULL,NULL
12,1,1935,NULL,NULL,NULL,NULL,NULL,420,52,393,55,920,NULL,NULL,NULL,NULL,NULL
11,1,1935,NULL,NULL,NULL,NULL,NULL,439,53,330,56,978,NULL,NULL,NULL,NULL,NULL
10,1,1935,NULL,NULL,NULL,NULL,NULL,498,61,297,70,926,NULL,NULL,NULL,NULL,NULL
9,1,1935,NULL,NULL,NULL,NULL,NULL,414,52,203,60,729,NULL,NULL,NULL,NULL,NULL
8,1,1935,NULL,NULL,NULL,NULL,NULL,411,52,233,64,760,NULL,NULL,NULL,NULL,NULL
7,1,1935,NULL,NULL,NULL,NULL,NULL,355,50,252,60,717,NULL,NULL,NULL,NULL,NULL
6,1,1935,NULL,NULL,NULL,NULL,NULL,321,46,254,56,677,NULL,NULL,NULL,NULL,NULL
5,1,1935,NULL,NULL,NULL,NULL,NULL,353,51,293,65,762,NULL,NULL,NULL,NULL,NULL
4,1,1935,NULL,NULL,NULL,NULL,NULL,325,50,284,61,720,NULL,NULL,NULL,NULL,NULL
3,1,1935,NULL,NULL,NULL,NULL,NULL,326,46,275,56,703,NULL,NULL,NULL,NULL,NULL
2,1,1935,NULL,NULL,NULL,NULL,NULL,307,38,302,46,693,NULL,NULL,NULL,NULL,NULL
1,1,1935,NULL,NULL,NULL,NULL,NULL,395,51,377,53,876,NULL,NULL,NULL,NULL,NULL
12,1,1934,NULL,NULL,NULL,NULL,NULL,382,48,491,51,972,NULL,NULL,NULL,NULL,NULL
11,1,1934,NULL,NULL,NULL,NULL,NULL,426,55,521,52,1054,NULL,NULL,NULL,NULL,NULL
10,1,1934,NULL,NULL,NULL,NULL,NULL,470,65,440,64,1039,NULL,NULL,NULL,NULL,NULL
9,1,1934,NULL,NULL,NULL,NULL,NULL,416,54,332,56,858,NULL,NULL,NULL,NULL,NULL
8,1,1934,NULL,NULL,NULL,NULL,NULL,411,57,345,57,870,NULL,NULL,NULL,NULL,NULL
7,1,1934,NULL,NULL,NULL,NULL,NULL,388,55,428,48,919,NULL,NULL,NULL,NULL,NULL
6,1,1934,NULL,NULL,NULL,NULL,NULL,408,55,463,46,972,NULL,NULL,NULL,NULL,NULL
5,1,1934,NULL,NULL,NULL,NULL,NULL,434,60,512,47,1053,NULL,NULL,NULL,NULL,NULL
4,1,1934,NULL,NULL,NULL,NULL,NULL,388,50,418,47,903,NULL,NULL,NULL,NULL,NULL
3,1,1934,NULL,NULL,NULL,NULL,NULL,403,51,373,51,878,NULL,NULL,NULL,NULL,NULL
2,1,1934,NULL,NULL,NULL,NULL,NULL,388,43,415,48,894,NULL,NULL,NULL,NULL,NULL
1,1,1934,NULL,NULL,NULL,NULL,NULL,445,48,658,57,1208,NULL,NULL,NULL,NULL,NULL
12,1,1933,NULL,NULL,NULL,NULL,NULL,382,42,546,56,1026,NULL,NULL,NULL,NULL,NULL
11,1,1933,NULL,NULL,NULL,NULL,NULL,400,45,557,53,1055,NULL,NULL,NULL,NULL,NULL
10,1,1933,NULL,NULL,NULL,NULL,NULL,444,51,384,64,943,NULL,NULL,NULL,NULL,NULL
9,1,1933,NULL,NULL,NULL,NULL,NULL,422,44,392,61,919,NULL,NULL,NULL,NULL,NULL
8,1,1933,NULL,NULL,NULL,NULL,NULL,430,45,455,57,987,NULL,NULL,NULL,NULL,NULL
7,1,1933,NULL,NULL,NULL,NULL,NULL,385,42,505,51,983,NULL,NULL,NULL,NULL,NULL
6,1,1933,NULL,NULL,NULL,NULL,NULL,392,45,589,55,1081,NULL,NULL,NULL,NULL,NULL
5,1,1933,NULL,NULL,NULL,NULL,NULL,384,46,537,58,1025,NULL,NULL,NULL,NULL,NULL
4,1,1933,NULL,NULL,NULL,NULL,NULL,333,40,487,56,916,NULL,NULL,NULL,NULL,NULL
3,1,1933,NULL,NULL,NULL,NULL,NULL,333,38,450,58,879,NULL,NULL,NULL,NULL,NULL
2,1,1933,NULL,NULL,NULL,NULL,NULL,308,31,449,51,839,NULL,NULL,NULL,NULL,NULL
1,1,1933,NULL,NULL,NULL,NULL,NULL,330,35,580,54,999,NULL,NULL,NULL,NULL,NULL
12,1,1932,NULL,NULL,NULL,NULL,NULL,299,33,566,50,948,NULL,NULL,NULL,NULL,NULL
11,1,1932,NULL,NULL,NULL,NULL,NULL,322,40,468,53,883,NULL,NULL,NULL,NULL,NULL
10,1,1932,NULL,NULL,NULL,NULL,NULL,349,41,454,61,905,NULL,NULL,NULL,NULL,NULL
9,1,1932,NULL,NULL,NULL,NULL,NULL,364,40,427,63,894,NULL,NULL,NULL,NULL,NULL
8,1,1932,NULL,NULL,NULL,NULL,NULL,322,38,396,59,815,NULL,NULL,NULL,NULL,NULL
7,1,1932,NULL,NULL,NULL,NULL,NULL,317,33,368,50,768,NULL,NULL,NULL,NULL,NULL
6,1,1932,NULL,NULL,NULL,NULL,NULL,329,40,405,55,829,NULL,NULL,NULL,NULL,NULL
5,1,1932,NULL,NULL,NULL,NULL,NULL,324,39,488,55,906,NULL,NULL,NULL,NULL,NULL
4,1,1932,NULL,NULL,NULL,NULL,NULL,340,40,468,59,907,NULL,NULL,NULL,NULL,NULL
3,1,1932,NULL,NULL,NULL,NULL,NULL,327,39,452,56,874,NULL,NULL,NULL,NULL,NULL
2,1,1932,NULL,NULL,NULL,NULL,NULL,305,35,563,56,959,NULL,NULL,NULL,NULL,NULL
1,1,1932,NULL,NULL,NULL,NULL,NULL,341,36,626,64,1067,NULL,NULL,NULL,NULL,NULL
12,1,1931,NULL,NULL,NULL,NULL,NULL,355,39,661,60,1115,NULL,NULL,NULL,NULL,NULL
11,1,1931,NULL,NULL,NULL,NULL,NULL,314,36,506,57,913,NULL,NULL,NULL,NULL,NULL
10,1,1931,NULL,NULL,NULL,NULL,NULL,404,43,452,67,966,NULL,NULL,NULL,NULL,NULL
9,1,1931,NULL,NULL,NULL,NULL,NULL,358,43,370,61,832,NULL,NULL,NULL,NULL,NULL
8,1,1931,NULL,NULL,NULL,NULL,NULL,392,39,332,58,821,NULL,NULL,NULL,NULL,NULL
7,1,1931,NULL,NULL,NULL,NULL,NULL,375,37,383,54,849,NULL,NULL,NULL,NULL,NULL
6,1,1931,NULL,NULL,NULL,NULL,NULL,358,43,429,56,886,NULL,NULL,NULL,NULL,NULL
5,1,1931,NULL,NULL,NULL,NULL,NULL,378,42,432,54,906,NULL,NULL,NULL,NULL,NULL
4,1,1931,NULL,NULL,NULL,NULL,NULL,369,44,448,59,920,NULL,NULL,NULL,NULL,NULL
3,1,1931,NULL,NULL,NULL,NULL,NULL,336,38,457,54,885,NULL,NULL,NULL,NULL,NULL
2,1,1931,NULL,NULL,NULL,NULL,NULL,296,34,530,51,911,NULL,NULL,NULL,NULL,NULL
1,1,1931,NULL,NULL,NULL,NULL,NULL,344,38,708,58,1148,NULL,NULL,NULL,NULL,NULL
12,1,1930,NULL,NULL,NULL,NULL,NULL,360,39,592,56,1047,NULL,NULL,NULL,NULL,NULL
11,1,1930,NULL,NULL,NULL,NULL,NULL,309,33,502,51,895,NULL,NULL,NULL,NULL,NULL
10,1,1930,NULL,NULL,NULL,NULL,NULL,424,45,436,65,970,NULL,NULL,NULL,NULL,NULL
9,1,1930,NULL,NULL,NULL,NULL,NULL,394,41,352,59,846,NULL,NULL,NULL,NULL,NULL
8,1,1930,NULL,NULL,NULL,NULL,NULL,363,40,366,52,821,NULL,NULL,NULL,NULL,NULL
7,1,1930,NULL,NULL,NULL,NULL,NULL,372,40,438,52,902,NULL,NULL,NULL,NULL,NULL
6,1,1930,NULL,NULL,NULL,NULL,NULL,339,36,482,48,905,NULL,NULL,NULL,NULL,NULL
5,1,1930,NULL,NULL,NULL,NULL,NULL,362,40,480,53,935,NULL,NULL,NULL,NULL,NULL
4,1,1930,NULL,NULL,NULL,NULL,NULL,333,41,434,56,864,NULL,NULL,NULL,NULL,NULL
3,1,1930,NULL,NULL,NULL,NULL,NULL,322,36,421,56,835,NULL,NULL,NULL,NULL,NULL
2,1,1930,NULL,NULL,NULL,NULL,NULL,296,31,503,50,880,NULL,NULL,NULL,NULL,NULL
1,1,1930,NULL,NULL,NULL,NULL,NULL,371,37,632,50,1090,NULL,NULL,NULL,NULL,NULL
12,1,1929,NULL,NULL,NULL,NULL,NULL,336,34,610,44,1024,NULL,NULL,NULL,NULL,NULL
11,1,1929,NULL,NULL,NULL,NULL,NULL,361,38,540,45,984,NULL,NULL,NULL,NULL,NULL
10,1,1929,NULL,NULL,NULL,NULL,NULL,416,43,475,53,987,NULL,NULL,NULL,NULL,NULL
9,1,1929,NULL,NULL,NULL,NULL,NULL,378,42,397,50,867,NULL,NULL,NULL,NULL,NULL
8,1,1929,NULL,NULL,NULL,NULL,NULL,367,40,420,49,876,NULL,NULL,NULL,NULL,NULL
7,1,1929,NULL,NULL,NULL,NULL,NULL,364,39,485,47,935,NULL,NULL,NULL,NULL,NULL
6,1,1929,NULL,NULL,NULL,NULL,NULL,330,35,476,42,883,NULL,NULL,NULL,NULL,NULL
5,1,1929,NULL,NULL,NULL,NULL,NULL,353,39,472,46,910,NULL,NULL,NULL,NULL,NULL
4,1,1929,NULL,NULL,NULL,NULL,NULL,353,40,467,45,905,NULL,NULL,NULL,NULL,NULL
3,1,1929,NULL,NULL,NULL,NULL,NULL,335,37,453,41,866,NULL,NULL,NULL,NULL,NULL
2,1,1929,NULL,NULL,NULL,NULL,NULL,299,30,545,38,912,NULL,NULL,NULL,NULL,NULL
1,1,1929,NULL,NULL,NULL,NULL,NULL,383,37,683,45,1148,NULL,NULL,NULL,NULL,NULL
12,1,1928,NULL,NULL,NULL,NULL,NULL,333,33,701,41,1108,NULL,NULL,NULL,NULL,NULL
11,1,1928,NULL,NULL,NULL,NULL,NULL,370,40,548,46,1004,NULL,NULL,NULL,NULL,NULL
10,1,1928,NULL,NULL,NULL,NULL,NULL,387,44,468,54,953,NULL,NULL,NULL,NULL,NULL
9,1,1928,NULL,NULL,NULL,NULL,NULL,378,41,324,49,792,NULL,NULL,NULL,NULL,NULL
8,1,1928,NULL,NULL,NULL,NULL,NULL,357,41,340,45,783,NULL,NULL,NULL,NULL,NULL
7,1,1928,NULL,NULL,NULL,NULL,NULL,338,38,389,39,804,NULL,NULL,NULL,NULL,NULL
6,1,1928,NULL,NULL,NULL,NULL,NULL,368,38,505,41,952,NULL,NULL,NULL,NULL,NULL
5,1,1928,NULL,NULL,NULL,NULL,NULL,380,43,481,38,942,NULL,NULL,NULL,NULL,NULL
4,1,1928,NULL,NULL,NULL,NULL,NULL,325,37,412,36,810,NULL,NULL,NULL,NULL,NULL
3,1,1928,NULL,NULL,NULL,NULL,NULL,342,36,625,42,1045,NULL,NULL,NULL,NULL,NULL
2,1,1928,NULL,NULL,NULL,NULL,NULL,335,36,721,44,1136,NULL,NULL,NULL,NULL,NULL
1,1,1928,NULL,NULL,NULL,NULL,NULL,351,36,675,47,1109,NULL,NULL,NULL,NULL,NULL
12,1,1927,NULL,NULL,NULL,NULL,NULL,367,37,582,45,1031,NULL,NULL,NULL,NULL,NULL
11,1,1927,NULL,NULL,NULL,NULL,NULL,418,42,446,42,948,NULL,NULL,NULL,NULL,NULL
10,1,1927,NULL,NULL,NULL,NULL,NULL,431,44,370,46,891,NULL,NULL,NULL,NULL,NULL
9,1,1927,NULL,NULL,NULL,NULL,NULL,413,41,336,45,835,NULL,NULL,NULL,NULL,NULL
8,1,1927,NULL,NULL,NULL,NULL,NULL,422,44,420,45,931,NULL,NULL,NULL,NULL,NULL
7,1,1927,NULL,NULL,NULL,NULL,NULL,380,37,461,38,916,NULL,NULL,NULL,NULL,NULL
6,1,1927,NULL,NULL,NULL,NULL,NULL,406,43,552,39,1040,NULL,NULL,NULL,NULL,NULL
5,1,1927,NULL,NULL,NULL,NULL,NULL,405,44,487,38,974,NULL,NULL,NULL,NULL,NULL
4,1,1927,NULL,NULL,NULL,NULL,NULL,381,41,430,38,890,NULL,NULL,NULL,NULL,NULL
3,1,1927,NULL,NULL,NULL,NULL,NULL,393,43,504,42,982,NULL,NULL,NULL,NULL,NULL
2,1,1927,NULL,NULL,NULL,NULL,NULL,364,37,445,41,887,NULL,NULL,NULL,NULL,NULL
1,1,1927,NULL,NULL,NULL,NULL,NULL,404,40,573,44,1061,NULL,NULL,NULL,NULL,NULL
12,1,1926,NULL,NULL,NULL,NULL,NULL,452,42,530,45,1069,NULL,NULL,NULL,NULL,NULL
11,1,1926,NULL,NULL,NULL,NULL,NULL,466,47,423,40,976,NULL,NULL,NULL,NULL,NULL
10,1,1926,NULL,NULL,NULL,NULL,NULL,496,50,356,44,946,NULL,NULL,NULL,NULL,NULL
9,1,1926,NULL,NULL,NULL,NULL,NULL,493,48,344,46,931,NULL,NULL,NULL,NULL,NULL
8,1,1926,NULL,NULL,NULL,NULL,NULL,419,43,403,40,905,NULL,NULL,NULL,NULL,NULL
7,1,1926,NULL,NULL,NULL,NULL,NULL,448,46,438,38,970,NULL,NULL,NULL,NULL,NULL
6,1,1926,NULL,NULL,NULL,NULL,NULL,448,48,460,40,996,NULL,NULL,NULL,NULL,NULL
5,1,1926,NULL,NULL,NULL,NULL,NULL,415,43,400,37,895,NULL,NULL,NULL,NULL,NULL
4,1,1926,NULL,NULL,NULL,NULL,NULL,408,43,399,40,890,NULL,NULL,NULL,NULL,NULL
3,1,1926,NULL,NULL,NULL,NULL,NULL,408,43,448,48,947,NULL,NULL,NULL,NULL,NULL
2,1,1926,NULL,NULL,NULL,NULL,NULL,359,37,427,41,864,NULL,NULL,NULL,NULL,NULL
1,1,1926,NULL,NULL,NULL,NULL,NULL,415,43,577,43,1078,NULL,NULL,NULL,NULL,NULL
12,1,1925,NULL,NULL,NULL,NULL,NULL,454,46,564,39,1103,NULL,NULL,NULL,NULL,NULL
11,1,1925,NULL,NULL,NULL,NULL,NULL,407,44,453,34,938,NULL,NULL,NULL,NULL,NULL
10,1,1925,NULL,NULL,NULL,NULL,NULL,513,56,424,42,1035,NULL,NULL,NULL,NULL,NULL
9,1,1925,NULL,NULL,NULL,NULL,NULL,420,47,342,41,850,NULL,NULL,NULL,NULL,NULL
8,1,1925,NULL,NULL,NULL,NULL,NULL,396,49,341,39,825,NULL,NULL,NULL,NULL,NULL
7,1,1925,NULL,NULL,NULL,NULL,NULL,429,49,380,39,897,NULL,NULL,NULL,NULL,NULL
6,1,1925,NULL,NULL,NULL,NULL,NULL,373,45,475,36,929,NULL,NULL,NULL,NULL,NULL
5,1,1925,NULL,NULL,NULL,NULL,NULL,393,43,399,41,876,NULL,NULL,NULL,NULL,NULL
4,1,1925,NULL,NULL,NULL,NULL,NULL,389,42,374,41,846,NULL,NULL,NULL,NULL,NULL
3,1,1925,NULL,NULL,NULL,NULL,NULL,382,43,393,41,859,NULL,NULL,NULL,NULL,NULL
2,1,1925,NULL,NULL,NULL,NULL,NULL,342,36,511,35,924,NULL,NULL,NULL,NULL,NULL
1,1,1925,NULL,NULL,NULL,NULL,NULL,441,40,681,40,1202,NULL,NULL,NULL,NULL,NULL
12,1,1924,NULL,NULL,NULL,NULL,NULL,450,43,746,38,1277,NULL,NULL,NULL,NULL,NULL
11,1,1924,NULL,NULL,NULL,NULL,NULL,448,42,540,37,1067,NULL,NULL,NULL,NULL,NULL
10,1,1924,NULL,NULL,NULL,NULL,NULL,494,51,416,44,1005,NULL,NULL,NULL,NULL,NULL
9,1,1924,NULL,NULL,NULL,NULL,NULL,434,47,355,43,879,NULL,NULL,NULL,NULL,NULL
8,1,1924,NULL,NULL,NULL,NULL,NULL,404,41,386,39,870,NULL,NULL,NULL,NULL,NULL
7,1,1924,NULL,NULL,NULL,NULL,NULL,392,43,503,38,976,NULL,NULL,NULL,NULL,NULL
6,1,1924,NULL,NULL,NULL,NULL,NULL,347,39,504,35,925,NULL,NULL,NULL,NULL,NULL
5,1,1924,NULL,NULL,NULL,NULL,NULL,401,45,493,37,976,NULL,NULL,NULL,NULL,NULL
4,1,1924,NULL,NULL,NULL,NULL,NULL,357,41,470,34,902,NULL,NULL,NULL,NULL,NULL
3,1,1924,NULL,NULL,NULL,NULL,NULL,344,35,519,35,933,NULL,NULL,NULL,NULL,NULL
2,1,1924,NULL,NULL,NULL,NULL,NULL,345,32,586,36,999,NULL,NULL,NULL,NULL,NULL
1,1,1924,NULL,NULL,NULL,NULL,NULL,413,39,680,43,1175,NULL,NULL,NULL,NULL,NULL
12,1,1923,NULL,NULL,NULL,NULL,NULL,373,34,698,38,1143,NULL,NULL,NULL,NULL,NULL
11,1,1923,NULL,NULL,NULL,NULL,NULL,420,40,645,35,1140,NULL,NULL,NULL,NULL,NULL
10,1,1923,NULL,NULL,NULL,NULL,NULL,468,46,522,40,1076,NULL,NULL,NULL,NULL,NULL
9,1,1923,NULL,NULL,NULL,NULL,NULL,403,38,394,37,872,NULL,NULL,NULL,NULL,NULL
8,1,1923,NULL,NULL,NULL,NULL,NULL,411,44,443,35,933,NULL,NULL,NULL,NULL,NULL
7,1,1923,NULL,NULL,NULL,NULL,NULL,367,38,488,35,928,NULL,NULL,NULL,NULL,NULL
6,1,1923,NULL,NULL,NULL,NULL,NULL,379,36,515,34,964,NULL,NULL,NULL,NULL,NULL
5,1,1923,NULL,NULL,NULL,NULL,NULL,401,38,509,37,985,NULL,NULL,NULL,NULL,NULL
4,1,1923,NULL,NULL,NULL,NULL,NULL,372,33,511,38,954,NULL,NULL,NULL,NULL,NULL
3,1,1923,NULL,NULL,NULL,NULL,NULL,366,32,591,39,1028,NULL,NULL,NULL,NULL,NULL
2,1,1923,NULL,NULL,NULL,NULL,NULL,335,29,530,35,929,NULL,NULL,NULL,NULL,NULL
1,1,1923,NULL,NULL,NULL,NULL,NULL,391,35,646,43,1115,NULL,NULL,NULL,NULL,NULL
12,1,1922,NULL,NULL,NULL,NULL,NULL,389,31,632,35,1087,NULL,NULL,NULL,NULL,NULL
11,1,1922,NULL,NULL,NULL,NULL,NULL,417,37,510,35,999,NULL,NULL,NULL,NULL,NULL
10,1,1922,NULL,NULL,NULL,NULL,NULL,439,40,398,38,915,NULL,NULL,NULL,NULL,NULL
9,1,1922,NULL,NULL,NULL,NULL,NULL,407,39,341,38,825,NULL,NULL,NULL,NULL,NULL
8,1,1922,NULL,NULL,NULL,NULL,NULL,398,38,377,37,850,NULL,NULL,NULL,NULL,NULL
7,1,1922,NULL,NULL,NULL,NULL,NULL,373,32,404,34,843,NULL,NULL,NULL,NULL,NULL
6,1,1922,NULL,NULL,NULL,NULL,NULL,393,34,509,36,972,NULL,NULL,NULL,NULL,NULL
5,1,1922,NULL,NULL,NULL,NULL,NULL,391,33,450,33,907,NULL,NULL,NULL,NULL,NULL
4,1,1922,NULL,NULL,NULL,NULL,NULL,332,28,353,29,742,NULL,NULL,NULL,NULL,NULL
3,1,1922,NULL,NULL,NULL,NULL,NULL,373,32,396,34,835,NULL,NULL,NULL,NULL,NULL
2,1,1922,NULL,NULL,NULL,NULL,NULL,309,25,414,31,779,NULL,NULL,NULL,NULL,NULL
1,1,1922,NULL,NULL,NULL,NULL,NULL,353,26,486,37,902,NULL,NULL,NULL,NULL,NULL
12,1,1921,NULL,NULL,NULL,NULL,NULL,312,26,453,35,826,NULL,NULL,NULL,NULL,NULL
11,1,1921,NULL,NULL,NULL,NULL,NULL,360,29,409,40,838,NULL,NULL,NULL,NULL,NULL
10,1,1921,NULL,NULL,NULL,NULL,NULL,391,33,350,48,822,NULL,NULL,NULL,NULL,NULL
9,1,1921,NULL,NULL,NULL,NULL,NULL,370,36,303,45,754,NULL,NULL,NULL,NULL,NULL
8,1,1921,NULL,NULL,NULL,NULL,NULL,371,33,319,44,767,NULL,NULL,NULL,NULL,NULL
7,1,1921,NULL,NULL,NULL,NULL,NULL,314,32,375,35,756,NULL,NULL,NULL,NULL,NULL
6,1,1921,NULL,NULL,NULL,NULL,NULL,356,34,439,39,868,NULL,NULL,NULL,NULL,NULL
5,1,1921,NULL,NULL,NULL,NULL,NULL,319,31,396,37,783,NULL,NULL,NULL,NULL,NULL
4,1,1921,NULL,NULL,NULL,NULL,NULL,316,29,374,41,760,NULL,NULL,NULL,NULL,NULL
3,1,1921,NULL,NULL,NULL,NULL,NULL,340,31,372,45,788,NULL,NULL,NULL,NULL,NULL
2,1,1921,NULL,NULL,NULL,NULL,NULL,279,24,484,39,826,NULL,NULL,NULL,NULL,NULL
1,1,1921,NULL,NULL,NULL,NULL,NULL,358,27,565,44,994,NULL,NULL,NULL,NULL,NULL
