Month,Day,Year,beef_commercial,veal_commercial,pork_commercial,lamb_commercial,total_red_commercial,beef_federal,veal_federal,pork_federal,lamb_federal,total_red_federal,broilers_federal,chicken_federal,turkey_federal,total_poultry_federal,total_meat_federal
5,1,2008,2380.1,11.5,1815.5,15,4222,2351.2,11.2,1801.7,14.4,4178.6,3165.4,50,518.9,3743.5,7922.1
4,1,2008,2255.4,11.9,2015.6,15.3,4298.2,2224.5,11.7,2000.5,14.6,4251.3,3196.6,48,519.2,3773.9,8025.2
3,1,2008,2100.5,11.3,1962,16,4089.8,2071.4,11.1,1947.7,15.4,4045.6,2981.6,45.1,487,3523.7,7569.3
2,1,2008,2038.6,11,1902.7,15,3967.4,2009.6,10.8,1888.5,14.5,3923.3,2926.5,43.7,502.8,3482.9,7406.2
1,1,2008,2232.7,11.3,2159,14.7,4417.7,2199.4,11,2143.5,14.2,4368.1,3237.2,45.7,546.4,3840,8208.1
12,1,2007,2061.4,10.4,1972.7,15.4,4059.9,2032.7,10.2,1957.4,14.5,4014.8,2901.4,38.1,460.8,3411.3,7426.1
11,1,2007,2228.8,10.1,2045.2,16.1,4300.2,2201.5,9.7,2030.7,15.4,4257.4,3033.2,41,526,3611.6,7869
10,1,2007,2443,11.1,2145.1,16.4,4615.6,2407.3,10.7,2127.9,15.5,4561.4,3383.8,47.6,585.1,4028.4,8589.8
9,1,2007,2094.7,9.4,1746,13.6,3863.6,2066.7,9.1,1731.1,12.9,3819.7,2894.7,35.8,460.2,3400.4,7220.1
8,1,2007,2450.6,10.3,1850,14.8,4325.7,2421.6,10.1,1833.6,13.9,4279.2,3181.2,47.4,522.2,3762.3,8041.5
7,1,2007,2256.7,10.7,1659.5,13.5,3940.4,2228.6,10.5,1644.9,12.8,3896.8,3055,44.6,505.2,3616,7512.8
6,1,2007,2348.5,11.2,1654.1,13.7,4027.5,2321.8,11,1641.2,13.1,3987.1,3027,45,507.2,3589.9,7577
5,1,2007,2285.1,12.3,1762.6,15.5,4075.5,2257.2,12.1,1749.3,14.9,4033.5,3171.8,44.8,511.2,3739.2,7772.7
4,1,2007,2015,11.9,1711.5,15,3753.4,1988.1,11.6,1698,14.3,3712,2885.4,38.6,463.1,3398.2,7110.2
3,1,2007,2118.2,13.5,1861,19.6,4012.4,2088.5,13.3,1846.5,19,3967.3,2927.8,39.5,481.9,3460.6,7427.9
2,1,2007,1952.5,12.1,1636.3,14.4,3615.4,1924.2,11.9,1623.2,13.9,3573.2,2667.9,36.3,445.3,3160,6733.2
1,1,2007,2166,14.3,1898.5,15,4093.8,2131.7,14,1884.3,14.5,4044.6,3029.8,39.5,482.4,3563.9,7608.5
12,1,2006,2049.6,13.1,1796.4,15.4,3874.5,2019.4,12.9,1780.5,14.7,3827.5,2737.8,36.9,429.1,3215.5,7043
11,1,2006,2226.6,12.9,1896.4,15.4,4151.4,2197.7,12.7,1880.9,14.8,4106.1,2912.3,40.6,506,3470.3,7576.4
10,1,2006,2236.4,13.2,1932,15.7,4197.2,2200.4,12.9,1916.4,14.9,4144.7,3185.1,44,540.9,3781.8,7926.5
9,1,2006,2169.9,12.1,1753.7,14.3,3949.9,2140.1,11.8,1737.8,13.5,3903.3,2900.6,39.7,461.4,3413.2,7316.5
8,1,2006,2450,12.8,1780.2,14.6,4257.6,2419.9,12.6,1762.8,13.9,4209.2,3133.9,46.3,501,3692.3,7901.5
7,1,2006,2213.6,11.2,1552.6,13.2,3790.6,2187.9,11,1540.1,12.6,3751.6,2836,39.2,456.9,3342.4,7094
6,1,2006,2446.1,12.4,1663.3,14.4,4136.2,2417.7,12.2,1649.2,13.8,4092.9,3046.9,46.3,509,3613.7,7706.6
5,1,2006,2309,12.7,1726,16.1,4063.8,2278.9,12.5,1711.7,15.6,4018.6,3158.6,45.4,493.8,3710.2,7728.8
4,1,2006,1969.2,10.4,1618.3,16.9,3614.8,1941.3,10.1,1605.5,16.2,3573.2,2774.4,40.5,432.6,3258.8,6832
3,1,2006,2203.7,12.7,1877.5,18.3,4112.1,2172.3,12.4,1862.2,17.7,4064.6,3098.5,45.3,490.5,3646.6,7711.2
2,1,2006,1826.9,11.3,1637,14.7,3489.9,1797.9,11.1,1623.6,14.1,3446.7,2713.9,37.3,412.5,3174.2,6620.9
1,1,2006,2051,11.8,1820.5,16.3,3899.6,2018.1,11.5,1806.5,15.4,3851.6,3001.6,43.1,447.9,3504,7355.6
12,1,2005,2057.3,13.5,1866.3,16.5,3953.6,2027,13.1,1850.3,15.9,3906.3,2916.8,41.6,437.7,3408.6,7314.9
11,1,2005,2071.3,12.4,1843.2,15.8,3942.7,2042.7,12.1,1826.9,15.2,3896.9,2942.2,40.2,482.8,3477.9,7374.8
10,1,2005,2080.7,12.6,1816.2,15.8,3925.1,2046.4,12,1800.9,15.1,3874.4,3044.7,41.6,484.3,3583.1,7457.5
9,1,2005,2158,13.2,1743,15.6,3929.8,2127.4,13,1727.6,15,3882.9,3011.1,42.2,454.5,3520.2,7403.1
8,1,2005,2319,13.7,1752.3,15.4,4100.4,2289.4,13.4,1734.4,14.6,4051.9,3113.3,47.2,488.4,3660.8,7712.7
7,1,2005,2082.8,12.4,1505,13.4,3613.6,2056.6,12.1,1491.9,12.8,3573.3,2814.3,42,432,3298.8,6872.1
6,1,2005,2227,13.2,1706.5,15.3,3962,2199,12.9,1692.9,14.6,3919.3,3055.4,48.1,490,3605,7524.3
5,1,2005,2074,13.2,1611.4,14.8,3713.5,2046.7,12.9,1595.7,14.3,3669.6,3023.2,45.1,461,3540.8,7210.4
4,1,2005,1887.8,13,1703.4,15.5,3619.7,1860.3,12.6,1690.6,14.9,3578.4,2855.4,44.4,446,3356.5,6934.9
3,1,2005,2041.7,13.3,1803.7,19.5,3878.1,2010.3,12.9,1787.7,18.8,3829.8,3036.4,46.5,463.1,3557.9,7387.7
2,1,2005,1767.4,12,1629.2,15.1,3423.8,1739,11.7,1616,14.6,3381.4,2667.9,38.8,409.2,3125.8,6507.2
1,1,2005,1915.6,13.3,1704.8,14.5,3648.2,1883.6,13,1691.5,13.7,3601.8,2884.1,38.7,455.3,3389.5,6991.3
12,1,2004,2042,14.9,1857,17,3930.4,2012,14.5,1840,16.2,3882,2836.9,42.5,440,3331.1,7213.1
11,1,2004,1941,13.8,1799,16.5,3770.1,1909,13.3,1784,15.8,3722,2796.9,40.6,483.2,3331.5,7053.5
10,1,2004,2114,12.4,1779,16.3,3921.1,2081,11.9,1764,15.5,3872,2903.6,43.7,466.2,3424.6,7296.6
9,1,2004,2105,12.9,1772,16.3,3906.3,2075,12.5,1755,15.6,3857,2974.1,46.5,458.5,3490.7,7347.7
8,1,2004,2151,14,1699,15.2,3879.6,2122,13.6,1681,14.4,3831,2989.5,45.7,469.6,3515.8,7346.8
7,1,2004,2104,13.3,1576,14.2,3707.9,2077,12.9,1562,13.5,3666,2875.8,43.5,462,3391.9,7057.9
6,1,2004,2227,13.3,1672,15.6,3927.6,2198,12.9,1657,14.9,3883,2906.4,43.7,467.5,3428.6,7311.6
5,1,2004,2070,13.7,1500,13.1,3596.9,2043,13.4,1486,12.3,3555,2771.4,39.2,449.1,3270.1,6825.1
4,1,2004,1956,13.9,1725,17.5,3712.8,1929,13.5,1711,16.5,3669,2814.2,42.2,449.2,3316.9,6985.9
3,1,2004,2108,14.1,1801,22.2,3945,2076,13.6,1785,21.5,3895,2903.2,45.1,470.9,3431,7326
2,1,2004,1804,14.5,1571,14.8,3404.8,1775,14.1,1557,14.1,3360,2467.8,32.3,398,2908.4,6268.4
1,1,2004,1926,16,1758,15.5,3715.5,1894,15.6,1743,14.8,3668,2823.6,39.2,440,3314.4,6982.4
12,1,2003,1978,19,1869,18,3884,1948,18.5,1851,17.2,3835,2763.6,39.1,439.4,3254,7089
11,1,2003,1783,15.2,1718,16.3,3532.7,1755,14.7,1703,15.6,3488,2423.9,33.9,455.5,2923.7,6411.7
10,1,2003,2212,16.3,1912,17.9,4158.3,2178,15.7,1894,17.2,4105,3052.8,43.7,528.4,3638.1,7743.1
9,1,2003,2314,15.3,1668,16.9,4014.3,2285,14.7,1650,16.1,3966,2817.2,40.2,459.6,3328.4,7294.4
8,1,2003,2328,14.1,1559,15.7,3916.7,2300,13.7,1541,14.9,3870,2742.3,41.4,455.6,3248.9,7118.9
7,1,2003,2439,14.8,1580,15.7,4050.1,2411,14.3,1562,14.9,4003,2888.1,46.5,493.5,3437.7,7440.7
6,1,2003,2391,15,1531,15.2,3952.3,2364,14.5,1515,14.5,3908,2759.8,44.5,482.5,3295.9,7203.9
5,1,2003,2360,15.8,1551,15.2,3942.4,2332,15.3,1535,14.5,3896,2781.2,44,481.7,3316.9,7212.9
4,1,2003,2151,16,1659,19.5,3845.8,2121,15.5,1642,18.6,3797,2733.6,43.5,474.4,3261.9,7058.9
3,1,2003,2048,16.5,1623,18.1,3706.1,2018,16,1606,17.6,3657,2592.4,41.1,468.5,3111.4,6768.4
2,1,2003,1942,15.8,1523,15.1,3496.1,1912,15.3,1506,14.3,3448,2419.5,39.5,431.4,2900,6348
1,1,2003,2291,17.8,1752,16,4077.3,2256,17.3,1734,15.4,4023,2774.6,45.2,479.8,3310.6,7333.6
12,1,2002,2107,18,1715,18.5,3858.2,2075,17.4,1694,17.8,3804,2527.4,42.2,463.4,3043.6,6847.6
11,1,2002,2164,16.9,1709,17.8,3907.1,2134,16.3,1691,17.1,3859,2455.5,40.9,492.3,2998,6857
10,1,2002,2512,18.7,1831,19.7,4382.1,2474,18,1810,18.8,4321,2953.3,50.7,525.9,3541.5,7862.5
9,1,2002,2201,16.3,1638,17.6,3873.2,2170,15.7,1617,16.8,3820,2596.4,46.4,444.6,3098.3,6918.3
8,1,2002,2469,16.7,1637,16.6,4139.6,2438,16.2,1617,15.7,4087,2828.3,49.2,481.9,3369.4,7456.4
7,1,2002,2427,16.7,1557,16.3,4016.5,2398,16.2,1538,15.4,3967,2826.5,48.3,485.6,3370,7337
6,1,2002,2302,14.6,1479,15.1,3810.8,2274,14.1,1461,14.4,3764,2587.1,44,452.9,3092.8,6856.8
5,1,2002,2336,15.5,1646,19.5,4017.3,2306,15,1628,18.6,3968,2894.9,46.5,496.8,3449.4,7417.4
4,1,2002,2195,16.1,1672,19.1,3901.8,2164,15.6,1654,18.4,3852,2751.8,47.3,491.3,3300.5,7152.5
3,1,2002,2059,15,1581,22.2,3677.7,2028,14.6,1563,21.6,3627,2585.1,42.8,447.2,3085.9,6712.9
2,1,2002,1987,14.3,1482,17.8,3502.1,1956,13.9,1465,17,3452,2453.6,40.8,448.2,2952.7,6404.7
1,1,2002,2331,16.9,1717,17.7,4082.5,2296,16.4,1698,17.1,4027,2779.9,48,482.7,3322,7349
12,1,2001,2110,16,1668,19,3813.6,2078,15,1648,18,3759,2464.8,40.9,419.8,2935.4,6694.4
11,1,2001,2201,16,1733,20,3970.1,2171,16,1715,19,3920,2500.7,39.4,493,3043.4,6963.4
10,1,2001,2389,18,1838,20,4265.1,2353,17,1818,19,4206,2897.2,47,541.3,3497.6,7703.6
9,1,2001,2121,15,1513,16,3665.7,2090,14,1492,16,3612,2438.7,40.9,429.1,2919.3,6531.3
8,1,2001,2425,17,1600,19,4060.5,2396,17,1579,18,4009,2850.7,46.6,494.9,3404.2,7413.2
7,1,2001,2177,16,1435,17,3644.7,2150,15,1416,16,3597,2592.8,42.5,470.1,3116.6,6713.6
6,1,2001,2269,16,1458,16,3758.7,2241,15,1439,16,3711,2636.6,44,463.9,3155.5,6866.5
5,1,2001,2294,16,1555,17,3881.7,2265,15,1535,16,3832,2835.6,45.6,488.3,3381.3,7213.3
4,1,2001,1939,15,1533,20,3507.5,1910,15,1514,19,3458,2515.7,42.2,428.8,2997.9,6455.9
3,1,2001,2096,16,1626,23,3762.3,2065,16,1606,23,3710,2588.6,44.4,462,3105.8,6815.8
2,1,2001,1881,16,1486,17,3399.9,1852,15,1467,17,3351,2322.2,39.7,409.3,2781.1,6132.1
1,1,2001,2205,18,1693,19,3934.7,2172,17,1672,18,3880,2622.2,42.7,461.2,3137.6,7017.6
12,1,2000,1997,18,1579,21,3614.7,1966,17,1557,20,3561,2357.7,NULL,403.4,2807,6368
11,1,2000,2169,18,1714,20,3920.5,2138,18,1693,20,3869,2553.3,NULL,482.3,3088.3,6957.3
10,1,2000,2345,18,1717,18,4099.2,2310,18,1694,18,4039,2632.5,NULL,499.6,3187.6,7226.6
9,1,2000,2275,17,1554,17,3862.9,2244,16,1533,17,3810,2421.8,NULL,427.8,2900.7,6710.7
8,1,2000,2437,17,1643,18,4115.8,2407,17,1620,17,4061,2754.4,NULL,486.6,3303.2,7364.2
7,1,2000,2202,18,1409,16,3645.1,2175,16,1389,15,3595,2417.7,NULL,425.9,2897.7,6492.7
6,1,2000,2369,18,1538,17,3942.7,2341,17,1517,17,3892,2672.2,NULL,483.4,3215.6,7107.6
5,1,2000,2303,19,1542,17,3880.9,2273,18,1520,17,3828,2741.7,NULL,492.3,3293.3,7121.3
4,1,2000,2027,17,1398,23,3464.9,1997,15,1378,23,3413,2340.4,NULL,416.5,2807.2,6220.2
3,1,2000,2300,20,1704,24,4048.2,2268,18,1683,23,3993,2687.9,NULL,469.7,3216.5,7209.5
2,1,2000,2175,18,1558,20,3770.7,2143,17,1537,20,3716,2487.9,NULL,414.9,2954.3,6670.3
1,1,2000,2178,17,1572,19,3785.6,2143,17,1550,19,3728,2427.6,NULL,399.9,2880,6608
12,1,1999,2113,20,1705,24,3862.2,2077,20,1679,23,3798,2466,NULL,430,2953,6751
11,1,1999,2144,19,1707,22,3891.8,2111,18,1683,21,3832,2420.1,NULL,490,2960.7,6792.7
10,1,1999,2265,19,1698,20,4000.7,2229,18,1675,19,3941,2481,NULL,472.6,3010.6,6951.6
9,1,1999,2275,20,1618,19,3932.5,2243,19,1594,19,3876,2497.9,NULL,454.9,3008.4,6884.4
8,1,1999,2307,20,1565,19,3910.2,2277,19,1540,18,3854,2516.4,NULL,468.8,3041.9,6895.9
7,1,1999,2256,19,1489,17,3780.7,2229,18,1469,17,3732,2471.4,NULL,438.2,2965.4,6697.4
6,1,1999,2321,19,1584,17,3940.2,2290,18,1560,17,3885,2587.7,NULL,455.6,3101.3,6986.3
5,1,1999,2151,17,1417,18,3603.3,2122,16,1396,17,3552,2476,NULL,440.8,2972.8,6524.8
4,1,1999,2155,18,1629,21,3822.4,2123,17,1604,20,3765,2528.1,NULL,439.3,3024.1,6789.1
3,1,1999,2231,20,1737,29,4017.1,2196,20,1707,28,3951,2607.4,NULL,431.7,3098.5,7049.5
2,1,1999,1998,17,1501,20,3536.6,1965,17,1473,20,3474,2263.8,NULL,363.8,2678,6152
1,1,1999,2170,18,1628,18,3832.9,2136,17,1597,17,3767,2425.7,NULL,410.9,2891.7,6658.7
12,1,1998,2100,22,1799,23,3943.7,2065,21,1766,23,3875,2395.3,NULL,431.1,2882.6,6757.6
11,1,1998,2003,19,1683,19,3724.7,1971,18,1657,19,3665,2192.4,NULL,461.6,2700.4,6365.4
10,1,1998,2236,21,1757,20,4034.8,2199,20,1731,20,3970,2496.9,NULL,474.3,3027,6997
9,1,1998,2197,22,1591,19,3828.4,2166,21,1565,18,3770,2322.1,NULL,429.5,2804.3,6574.3
8,1,1998,2228,20,1505,17,3769.5,2197,19,1481,16,3713,2265.7,NULL,413.2,2732,6445
7,1,1998,2213,21,1529,18,3781.2,2183,20,1506,17,3727,2354.1,NULL,459.3,2869,6596
6,1,1998,2248,20,1444,20,3731.9,2215,19,1422,19,3676,2347.3,NULL,457.9,2862.6,6538.6
5,1,1998,2123,19,1419,19,3580.1,2094,18,1398,19,3529,2259.6,NULL,421.2,2736.1,6265.1
4,1,1998,2090,20,1566,25,3701.1,2059,19,1545,25,3647,2383.2,NULL,446.9,2887.9,6534.9
3,1,1998,2081,23,1596,26,3725.9,2049,22,1572,26,3669,2332.6,NULL,440.9,2823.2,6492.2
2,1,1998,1977,21,1457,21,3476.3,1945,21,1437,20,3424,2144.9,NULL,410.9,2603.4,6027.4
1,1,1998,2157,24,1634,21,3835.6,2122,23,1612,20,3777,2368.5,NULL,433.7,2856.9,6633.9
12,1,1997,2024,26,1641,23,3714.1,1987,26,1614,23,3650,2305.6,NULL,460.4,2816.9,6466.9
11,1,1997,1934,24,1473,20,3450.3,1899,23,1449,20,3391,2025.5,NULL,453.5,2524.9,5915.9
10,1,1997,2300,28,1652,22,4002.7,2262,27,1627,21,3938,2500,NULL,513.7,3071.3,7009.3
9,1,1997,2126,28,1490,21,3664.4,2092,27,1466,20,3605,2283.9,NULL,462.6,2797.6,6402.6
8,1,1997,2221,25,1352,19,3617.7,2188,25,1328,18,3560,2272.4,NULL,456.3,2776.4,6336.4
7,1,1997,2256,27,1354,20,3657.3,2224,27,1331,20,3602,2307.3,NULL,491.8,2853.7,6455.7
6,1,1997,2132,26,1312,21,3491.6,2100,25,1290,20,3435,2239.7,NULL,483.3,2778.5,6213.5
5,1,1997,2189,26,1332,22,3568.4,2157,25,1311,21,3515,2343.8,NULL,468.5,2869.2,6384.2
4,1,1997,2095,28,1446,22,3591.5,2062,27,1424,21,3534,2353.9,NULL,452.2,2860.2,6394.2
3,1,1997,1966,28,1422,26,3441.4,1930,27,1398,26,3381,2170.6,NULL,401.9,2621.9,6002.9
2,1,1997,1919,27,1309,21,3275.8,1882,26,1286,21,3214,2097.8,NULL,391.7,2535.6,5749.6
1,1,1997,2222,31,1461,20,3733,2180,30,1437,19,3666,2370.2,NULL,442.1,2866.3,6532.3
12,1,1996,1950,31,1429,22,3432.8,1908,30,1402,22,3362,2099.8,NULL,410.9,2555.6,5917.6
11,1,1996,1955,30,1429,21,3434.5,1917,29,1405,21,3370,2013.2,NULL,468.4,2521.5,5891.5
10,1,1996,2179,34,1591,23,3827.3,2137,32,1563,23,3755,2414.3,NULL,523.4,2995.5,6750.5
9,1,1996,1934,31,1408,20,3392,1897,30,1383,19,3329,2117,NULL,444.4,2612.1,5941.1
8,1,1996,2262,32,1395,20,3709,2225,31,1368,19,3643,2277.8,NULL,481.6,2803.7,6446.7
7,1,1996,2194,32,1340,20,3587.1,2156,31,1316,20,3522,2233.3,NULL,489,2773.1,6295.1
6,1,1996,2186,29,1206,18,3438.5,2148,27,1184,17,3377,2069.8,NULL,456.1,2574.4,5951.4
5,1,1996,2302,30,1413,21,3766.2,2263,29,1389,21,3701,2299.4,NULL,485.2,2836.2,6537.2
4,1,1996,2154,28,1485,25,3693.1,2114,28,1460,25,3626,2201.7,NULL,436.6,2690.1,6316.1
3,1,1996,2035,30,1422,27,3514,1996,29,1396,27,3449,2155.2,NULL,424.7,2630.5,6079.5
2,1,1996,2048,30,1417,24,3519.4,2009,29,1391,23,3453,2168.4,NULL,429.4,2647.2,6100.2
1,1,1996,2220,30,1550,23,3823.8,2177,29,1523,22,3752,2286.5,NULL,415.8,2755.3,6507.3
12,1,1995,1998,26,1507,23,3554.5,1957,25,1477,22,3482,2018.5,NULL,396.8,2460.2,5942.2
11,1,1995,2098,27,1608,23,3755.9,2059,25,1580,23,3687,2082.9,NULL,466.7,2597.5,6284.5
10,1,1995,2181,27,1574,22,3804.6,2139,26,1545,22,3731,2234.8,NULL,483,2771.6,6502.6
9,1,1995,2220,26,1438,21,3704.6,2185,25,1411,21,3641,2055.9,NULL,424,2526.5,6167.5
8,1,1995,2316,26,1504,23,3868.7,2281,25,1475,22,3803,2181,NULL,451.7,2679.2,6482.2
7,1,1995,2089,24,1299,19,3431.7,2059,24,1274,19,3375,1944.9,NULL,413.1,2403.5,5778.5
6,1,1995,2285,26,1464,22,3797.5,2254,25,1437,22,3737,2232,NULL,482.1,2767.2,6504.2
5,1,1995,2186,26,1525,23,3759.9,2153,25,1495,23,3696,2211.6,NULL,443.4,2708.6,6404.6
4,1,1995,1854,22,1404,27,3308.3,1821,22,1377,27,3246,1912.6,NULL,371.9,2334.1,5580.1
3,1,1995,2067,27,1634,30,3757.6,2033,26,1605,30,3693,2196.7,NULL,435.8,2685.4,6378.4
2,1,1995,1811,24,1354,24,3212.6,1779,23,1326,23,3151,1890.4,NULL,371.2,2309.5,5460.5
1,1,1995,2010,27,1500,24,3561.8,1972,27,1466,24,3488,2059.4,NULL,389.1,2499,5987
12,1,1994,2020,26,1642,26,3715,1984,26,1603,25,3638,1979.2,NULL,397.5,2428.1,6066.1
11,1,1994,1978,25,1639,24,3666,1942,25,1604,24,3594,1986.4,NULL,453.9,2487.1,6081.1
10,1,1994,2116,25,1631,23,3796.5,2077,25,1596,23,3721,2062.9,NULL,459.1,2571.4,6292.4
9,1,1994,2135,23,1539,23,3721.3,2102,23,1508,23,3656,2079.1,NULL,447.7,2577.8,6233.8
8,1,1994,2215,24,1493,24,3756.1,2181,23,1462,23,3689,2206.2,NULL,483.6,2741.6,6430.6
7,1,1994,2027,21,1294,19,3360.9,1997,21,1269,18,3305,1881.5,NULL,405.6,2333.4,5638.4
6,1,1994,2156,24,1411,24,3615.3,2125,23,1383,24,3555,2073.3,NULL,457.9,2586.4,6141.4
5,1,1994,1985,22,1396,28,3431,1954,22,1369,27,3372,1986.5,NULL,415.6,2454.1,5826.1
4,1,1994,1901,22,1432,27,3381.1,1869,21,1404,26,3321,1924.3,NULL,380.6,2356.7,5677.7
3,1,1994,2001,26,1530,34,3590.8,1967,25,1500,34,3526,2028,NULL,400.9,2481.8,6007.8
2,1,1994,1802,22,1275,27,3125.5,1769,21,1249,26,3066,1751.6,NULL,342,2141.4,5207.4
1,1,1994,1942,23,1376,25,3366.3,1906,22,1346,24,3299,1887,NULL,347.8,2285.7,5584.7
12,1,1993,1948,24,1554,28,3552.9,1909,23,1520,27,3479,1877.4,NULL,375.3,2304.6,5783.6
11,1,1993,1891,23,1509,26,3448.8,1854,23,1478,25,3380,1810.2,NULL,461.8,2319.1,5699.1
10,1,1993,1980,22,1472,25,3499.9,1941,21,1443,24,3430,1872,NULL,451.4,2377.1,5807.1
9,1,1993,2027,22,1440,27,3515.1,1992,21,1410,26,3450,1914.9,NULL,436,2405.9,5855.9
8,1,1993,2065,23,1389,27,3504.3,2032,22,1360,26,3440,1905.3,NULL,426.9,2381.9,5821.9
7,1,1993,1984,21,1311,26,3342.5,1953,21,1284,25,3283,1801.8,NULL,419.3,2272.6,5555.6
6,1,1993,2051,22,1377,31,3481,2019,21,1350,30,3421,1979.4,NULL,446.7,2484,5905
5,1,1993,1857,19,1309,27,3212,1826,19,1283,26,3154,1790.4,NULL,378.7,2220.4,5374.4
4,1,1993,1782,22,1465,30,3299.4,1749,21,1438,29,3239,1867.2,NULL,391.9,2311.4,5550.4
3,1,1993,1858,26,1480,32,3395.6,1822,25,1451,31,3329,1897.1,NULL,382.9,2328.2,5657.2
2,1,1993,1677,21,1289,25,3012.5,1646,21,1262,25,2953,1659.6,NULL,322.7,2029.9,4982.9
1,1,1993,1822,22,1435,25,3304.4,1785,21,1405,24,3235,1802.8,NULL,354.1,2206.6,5441.6
12,1,1992,1855,26,1524,29,3434.6,1815,25,1489,29,3359,1817.8,NULL,393.1,2260.9,5619.9
11,1,1992,1784,23,1455,27,3288.4,1745,23,1423,26,3216,1595,NULL,423,2056.4,5272.4
10,1,1992,2015,24,1588,29,3656.1,1975,23,1557,28,3584,1834,NULL,467.6,2351.9,5935.9
9,1,1992,1996,23,1511,30,3560.3,1960,23,1478,29,3490,1803.5,NULL,431.3,2286.7,5776.7
8,1,1992,1980,24,1378,25,3406.3,1944,23,1348,24,3340,1763.3,NULL,411.9,2223.4,5563.4
7,1,1992,2015,24,1375,27,3441.8,1982,24,1346,27,3378,1819.9,NULL,451.8,2329.2,5707.2
6,1,1992,2039,25,1332,27,3422.9,2004,24,1303,27,3358,1824.7,NULL,435,2312.6,5670.6
5,1,1992,1900,25,1287,25,3236.4,1867,24,1261,24,3176,1740.3,NULL,374.2,2165.8,5341.8
4,1,1992,1787,25,1414,33,3259,1751,24,1385,32,3192,1729.7,NULL,385.2,2168.6,5360.6
3,1,1992,1850,27,1467,32,3377.5,1812,27,1436,32,3306,1760.6,NULL,361.3,2172.5,5478.5
2,1,1992,1708,25,1329,28,3089.4,1671,24,1300,27,3022,1580.7,NULL,331.7,1960.6,4982.6
1,1,1992,2039,28,1525,31,3623.1,1998,27,1491,30,3547,1782.9,NULL,362.9,2201.3,5748.3
12,1,1991,1782,27,1444,31,3284,1742,27,1409,30,3207,1615.9,NULL,349.9,2015.9,5222.9
11,1,1991,1813,26,1456,29,3324.2,1774,25,1424,28,3251,1513.4,NULL,419.2,1976.2,5227.2
10,1,1991,2114,28,1534,32,3707.7,2070,27,1502,31,3629,1833.9,NULL,482,2369,5998
9,1,1991,1940,24,1316,28,3307.6,1900,23,1286,27,3237,1590.8,NULL,404.8,2045.5,5282.5
8,1,1991,2077,22,1299,27,3425.3,2040,21,1270,26,3358,1746.8,NULL,421.8,2220.2,5578.2
7,1,1991,1996,22,1207,28,3253.3,1962,21,1179,27,3189,1721.3,NULL,402.2,2174.6,5363.6
6,1,1991,1874,20,1140,25,3059.7,1840,19,1114,24,2998,1579.1,NULL,380.7,2008.5,5006.5
5,1,1991,1947,23,1291,30,3290.7,1910,23,1262,29,3223,1743.9,NULL,398.2,2197.9,5420.9
4,1,1991,1872,23,1361,29,3285.3,1834,22,1332,28,3216,1701.7,NULL,375.8,2128.7,5344.7
3,1,1991,1720,25,1300,36,3081.3,1683,24,1272,35,3015,1530.9,NULL,329.7,1909,4924
2,1,1991,1695,25,1204,30,2953.7,1659,25,1176,29,2889,1485.5,NULL,322,1855.6,4744.6
1,1,1991,1970,31,1396,33,3428.7,1927,30,1363,32,3351,1664.4,NULL,365.6,2081.3,5432.3
12,1,1990,1681,27,1342,30,3079.7,1640,26,1306,29,3001,1437,NULL,328.6,1809.5,4810.5
11,1,1990,1842,28,1373,30,3273.4,1798,27,1340,29,3194,1566.9,NULL,446.2,2056.2,5250.2
10,1,1990,2044,31,1392,32,3498.2,1995,30,1357,31,3412,1768.6,NULL,478.4,2302.1,5714.1
9,1,1990,1815,26,1228,27,3095.4,1779,25,1199,26,3028,1421.4,NULL,382.9,1851.8,4879.8
8,1,1990,2063,28,1310,30,3429.5,2024,27,1278,29,3357,1688.8,NULL,444,2186.4,5543.4
7,1,1990,1945,25,1103,27,3100.9,1908,24,1076,26,3034,1516.8,NULL,395.7,1963.6,4997.6
6,1,1990,1981,25,1142,27,3175.1,1945,24,1116,27,3111,1535.7,NULL,389.2,1981.4,5092.4
5,1,1990,2007,25,1257,31,3320.5,1965,24,1229,30,3248,1635.1,NULL,384.1,2079.3,5327.3
4,1,1990,1748,22,1248,31,3048.9,1709,22,1220,30,2980,1489.3,NULL,328.4,1872.6,4852.6
3,1,1990,1870,28,1329,32,3258.8,1830,26,1300,31,3188,1540.1,NULL,351.1,1943.3,5131.3
2,1,1990,1706,24,1213,29,2971.2,1669,23,1184,28,2904,1368,NULL,298.3,1718.3,4622.3
1,1,1990,1932,27,1363,32,3354.6,1890,26,1330,31,3277,1586.6,NULL,334,1974.2,5251.2
12,1,1989,1827,25,1288,31,3170.8,1783,24,1252,30,3089,1491.1,NULL,334.9,1879.1,4968.1
11,1,1989,1906,28,1446,31,3410.8,1855,26,1410,30,3321,1432.2,NULL,423.1,1903,5224
10,1,1989,2041,31,1421,30,3523.9,1992,30,1387,29,3438,1497.1,NULL,422.6,1971.1,5409.1
9,1,1989,1913,28,1349,27,3317.3,1874,26,1318,27,3245,1426.2,NULL,385.7,1864.2,5109.2
8,1,1989,2092,29,1333,29,3483.5,2050,28,1302,28,3408,1604.2,NULL,430.3,2088.1,5496.1
7,1,1989,1888,27,1108,25,3047.9,1852,26,1081,24,2982,1365,NULL,360.4,1776.8,4758.8
